PERMNO,date,SHRCD,PRC,SHROUT,mcap,year,GVKEY,LPERMNO,TIC,CONM,SIC,CIK,LINKDT,LINKENDDT,gvkey,fyear,revt,CPI_factor,adj_mcap,adj_mcap_category
57701,1980-12-31,10.0,22.125,7356.0,8.211524999935904,1980,3732.0,57701.0,3DMSOF,DAMSON OIL,1311,26771.0,1972-12-14,1988-12-06,3732.0,1980.0,25.52,3.458425925925926,8.750403478141688,8.0-9.0
60872,1980-12-31,10.0,25.0,1179.0,7.469453813767127,1980,8295.0,60872.0,PAIR.1,PAGE AIRWAYS INC,5080,75725.0,1972-12-14,1981-08-31,8295.0,1980.0,107.576,3.458425925925926,8.008332291972911,8.0-9.0
23042,1980-12-31,11.0,10.75,4292.0,7.664068177545538,1980,4331.0,23042.0,EDE,EMPIRE DISTRICT ELECTRIC CO,4911,32689.0,1958-01-01,1962-01-30,4331.0,1980.0,87.905,3.458425925925926,8.202946655751322,8.0-9.0
49429,1980-12-31,11.0,13.75,2736.0,7.57541879121436,1980,3964.0,49429.0,DDS,DILLARDS INC  -CL A,5311,28917.0,1969-10-27,,3964.0,1980.0,470.733,3.458425925925926,8.114297269420144,8.0-9.0
14446,1980-12-31,10.0,6.5,9262.0,7.779618133300731,1980,1673.0,14446.0,ANTS.,ANTARES OIL CORP,1311,6706.0,1979-04-27,1985-09-30,1673.0,1980.0,0.966,3.458425925925926,8.318496611506514,8.0-9.0
58385,1980-12-31,10.0,11.875,5149.0,7.786356510124139,1980,7998.0,58385.0,NWFN,NORTHWESTERN FINANCIAL CORP,6020,912611.0,1972-12-14,1985-11-29,7998.0,1980.0,191.612,3.458425925925926,8.325234988329923,8.0-9.0
22373,1980-12-31,11.0,12.75,5233.0,7.824260919509639,1980,6837.0,22373.0,LUC.1,LUKENS INC,3312,60860.0,1950-01-01,1962-01-30,6837.0,1980.0,375.883,3.458425925925926,8.363139397715424,8.0-9.0
32571,1980-12-31,10.0,8.5,3681.0,7.495384743160959,1980,5413.0,32571.0,HRT.2,HRT INDUSTRIES INC,5331,352909.0,1965-02-01,1966-05-30,5413.0,1980.0,361.076,3.458425925925926,8.034263221366743,8.0-9.0
34673,1980-12-31,11.0,26.25,9398.0,8.39216474842891,1980,7882.0,34673.0,NR,NEWPARK RESOURCES,5160,71829.0,1966-01-31,,7882.0,1980.0,186.623,3.458425925925926,8.931043226634694,8.0-9.0
21143,1980-12-31,11.0,13.375,6624.0,7.94741411447009,1980,1786.0,21143.0,ARV,ARVIN INDUSTRIES INC,3714,7636.0,1962-01-31,2000-07-31,1786.0,1980.0,428.849,3.458425925925926,8.486292592675873,8.0-9.0
16890,1980-12-31,11.0,16.75,2309.0,7.587438744290041,1980,2034.0,16890.0,BN.2,BANTA CORP,2750,9801.0,1972-12-14,2007-01-31,2034.0,1980.0,158.741,3.458425925925926,8.126317222495825,8.0-9.0
31149,1980-12-31,10.0,23.125,4357.0,8.003269301346824,1980,3808.0,31149.0,DMI.2,DAY MINES INC,1044,27383.0,1962-07-02,1981-09-30,3808.0,1980.0,35.139,3.458425925925926,8.542147779552609,8.0-9.0
